state_abbr,county_fips,county_name,org_count,total_revenue,total_expenses,total_gov_grants,total_org_grants,total_volunteers,avg_revenue,avg_expenses,volunteers_per_org,geo_id,population_16_plus,unemployment_rate,median_household_income,per_capita_income,poverty_rate_all_people,any_disability_among_adults,binge_drinking_among_adults,depression_among_adults,fair_or_poor_self_rated_health_status_among_adults,food_insecurity_in_the_past_12_months_among_adults,housing_insecurity_in_the_past_12_months_among_adults,obesity_among_adults,total_volunteers_vol,volunteers_per_org_vol
GA,13299,"Ware County, Georgia",42.0,65045350.0,62451936.0,39248178.0,0.0,4996.0,1548698.8095238097,1486950.857142857,118.95238095238096,0500000US13299,27881,,44833,23550,,38.0,13.8,21.9,27.8,24.6,18.7,41.3,4996.0,118.95238095238096
GA,13301,"Warren County, Georgia",5.0,4462547.0,4047184.0,299741.0,0.0,9.0,892509.4,809436.8,1.8,0500000US13301,4196,,46776,24793,,40.0,11.0,18.9,29.2,26.6,20.4,43.5,9.0,1.8
GA,13303,"Washington County, Georgia",24.0,69394869.0,67958899.0,6615944.0,0.0,1130.0,2891452.875,2831620.7916666665,47.083333333333336,0500000US13303,16165,,44009,24825,,37.8,12.8,19.4,28.6,27.6,21.3,43.1,1130.0,47.083333333333336
GA,13305,"Wayne County, Georgia",18.0,42499752.0,35774970.0,1599839.0,0.0,193.0,2361097.3333333335,1987498.3333333333,10.72222222222222,0500000US13305,23998,,49562,25077,,36.6,14.6,21.6,26.6,23.5,17.9,43.3,193.0,10.72222222222222
GA,13307,"Webster County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US13307,2031,,40764,25407,,40.6,11.2,19.3,29.6,25.1,18.6,42.2,0.0,0.0
GA,13309,"Wheeler County, Georgia",3.0,27602245.0,27638037.0,53711.0,0.0,0.0,9200748.333333334,9212679.0,0.0,0500000US13309,6470,,45262,19272,,38.2,14.6,19.0,28.5,26.8,20.4,41.3,0.0,0.0
GA,13311,"White County, Georgia",25.0,73481771.0,62613856.0,5158377.0,0.0,641.0,2939270.84,2504554.24,25.64,0500000US13311,23695,,69747,34519,,31.8,14.8,21.1,20.0,12.5,9.9,35.0,641.0,25.64
GA,13313,"Whitfield County, Georgia",104.0,1021451272.0,1221798130.0,10541499.0,5.0,4783.0,9821646.846153846,11748058.942307692,45.99038461538461,0500000US13313,80065,,64262,30593,,33.1,15.0,20.2,24.3,20.8,16.4,37.9,4783.0,45.99038461538461
GA,13315,"Wilcox County, Georgia",3.0,303316.0,815323.0,0.0,0.0,0.0,101105.33333333331,271774.3333333333,0.0,0500000US13315,7306,,48036,21028,,38.8,13.7,19.2,28.4,24.8,19.0,42.6,0.0,0.0
GA,13317,"Wilkes County, Georgia",4.0,41485501.0,41514172.0,387657.0,0.0,0.0,10371375.25,10378543.0,0.0,0500000US13317,7733,,52542,30123,,38.4,11.7,19.2,27.6,23.0,17.4,40.6,0.0,0.0
GA,13319,"Wilkinson County, Georgia",8.0,2564268.0,2251056.0,303201.0,0.0,67.0,320533.5,281382.0,8.375,0500000US13319,7132,,46673,25742,,38.0,12.5,20.1,26.2,22.5,17.5,41.0,67.0,8.375
GA,13321,"Worth County, Georgia",7.0,26343934.0,22298897.0,200618.0,0.0,102.0,3763419.1428571423,3185556.714285714,14.571428571428571,0500000US13321,16410,,57201,28059,,38.0,13.1,21.7,26.5,21.8,16.5,38.9,102.0,14.571428571428571
SC,45001,"Abbeville County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45001,20166,,52112,30650,,36.7,13.6,23.2,24.1,20.6,14.4,37.6,0.0,0.0
SC,45003,"Aiken County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45003,138754,,67940,36627,,30.5,15.5,22.7,20.4,16.4,12.7,34.4,0.0,0.0
SC,45005,"Allendale County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45005,6479,,31603,23057,,41.6,12.0,19.6,31.4,34.6,24.5,46.7,0.0,0.0
SC,45007,"Anderson County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45007,165564,,64683,34923,,34.4,14.6,25.9,21.0,17.0,12.7,36.3,0.0,0.0
SC,45009,"Bamberg County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45009,11020,,43206,22182,,39.6,12.3,20.1,27.3,27.6,19.4,42.0,0.0,0.0
SC,45011,"Barnwell County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45011,16328,,41800,26141,,40.5,13.0,22.4,29.4,30.5,21.0,44.2,0.0,0.0
SC,45013,"Beaufort County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45013,162384,,84819,51657,,27.7,16.8,18.0,15.2,12.2,9.1,29.6,0.0,0.0
SC,45015,"Berkeley County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45015,188309,,82327,39727,,31.3,16.0,22.4,18.4,16.7,12.9,37.9,0.0,0.0
SC,45017,"Calhoun County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45017,11852,,56690,32567,,34.5,13.4,21.2,22.7,19.6,14.4,40.7,0.0,0.0
SC,45019,"Charleston County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45019,341983,,84320,54769,,25.7,21.4,21.3,15.4,12.5,10.3,30.0,0.0,0.0
SC,45021,"Cherokee County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45021,44741,,49047,27175,,36.4,15.8,24.1,24.0,21.5,15.4,38.8,0.0,0.0
SC,45023,"Chester County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45023,25979,,51216,27656,,36.4,14.0,23.0,25.5,24.2,17.3,37.9,0.0,0.0
SC,45025,"Chesterfield County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45025,34978,,47620,28363,,39.6,13.9,23.1,27.1,26.7,18.1,45.2,0.0,0.0
SC,45027,"Clarendon County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45027,26071,,48887,28289,,39.6,12.6,22.0,27.6,26.0,18.0,38.0,0.0,0.0
SC,45029,"Colleton County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45029,30861,,48779,27859,,35.8,13.2,22.6,25.9,24.7,17.6,39.3,0.0,0.0
SC,45031,"Darlington County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45031,50549,,47419,30281,,35.7,14.2,22.9,25.4,24.6,17.7,45.6,0.0,0.0
SC,45033,"Dillon County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45033,21726,,44038,23016,,41.9,13.0,22.8,31.6,33.8,23.3,45.3,0.0,0.0
SC,45035,"Dorchester County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45035,129632,,76896,37279,,28.0,16.7,21.7,18.4,15.6,12.9,35.4,0.0,0.0
SC,45037,"Edgefield County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45037,22492,,67092,32802,,33.9,15.4,20.6,23.6,21.9,16.0,39.9,0.0,0.0
SC,45039,"Fairfield County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45039,17467,,46972,32111,,37.7,12.2,20.6,27.4,26.9,19.2,45.7,0.0,0.0
SC,45041,"Florence County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45041,108325,,56650,31803,,35.0,14.1,22.7,23.1,21.7,16.8,40.6,0.0,0.0
SC,45043,"Georgetown County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45043,54327,,66734,43928,,32.1,13.1,19.8,19.9,14.4,11.0,31.8,0.0,0.0
SC,45045,"Greenville County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45045,427839,,74624,42299,,29.0,15.6,21.8,17.5,14.8,11.6,32.5,0.0,0.0
SC,45047,"Greenwood County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45047,55264,,50635,31018,,34.1,14.1,23.6,22.6,21.3,15.3,36.8,0.0,0.0
SC,45049,"Hampton County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45049,15109,,43059,25082,,38.4,13.5,21.1,29.1,30.2,21.6,41.6,0.0,0.0
SC,45051,"Horry County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45051,312808,,64623,36572,,32.2,14.7,21.5,20.8,14.8,10.8,32.3,0.0,0.0
SC,45053,"Jasper County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45053,25303,,63503,32505,,35.4,13.7,20.6,23.6,21.1,15.3,35.0,0.0,0.0
SC,45055,"Kershaw County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45055,53117,,64343,34250,,31.6,14.9,21.9,20.6,18.4,13.8,36.6,0.0,0.0
SC,45057,"Lancaster County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45057,81631,,74751,41492,,31.8,15.0,22.1,19.6,15.8,12.1,36.1,0.0,0.0
SC,45059,"Laurens County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45059,54414,,55517,28728,,38.0,14.0,23.4,25.3,21.2,15.3,36.3,0.0,0.0
SC,45061,"Lee County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45061,13576,,44145,24133,,39.3,12.6,21.1,29.6,31.6,22.7,43.7,0.0,0.0
SC,45063,"Lexington County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45063,238740,,75014,38807,,28.8,15.3,24.4,18.8,14.7,11.7,36.2,0.0,0.0
SC,45065,"McCormick County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45065,8819,,55344,33437,,38.3,11.4,18.8,24.9,18.6,13.0,36.9,0.0,0.0
SC,45067,"Marion County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45067,23223,,34501,22676,,41.3,11.8,21.6,31.7,33.4,23.2,45.3,0.0,0.0
SC,45069,"Marlboro County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45069,21688,,36293,22016,,42.7,13.0,21.8,32.0,33.5,23.4,41.0,0.0,0.0
SC,45071,"Newberry County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45071,30783,,59670,33073,,32.9,15.4,22.1,22.2,19.9,14.3,38.1,0.0,0.0
SC,45073,"Oconee County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45073,66246,,60193,37575,,33.8,16.0,25.0,22.5,16.1,11.1,38.2,0.0,0.0
SC,45075,"Orangeburg County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45075,67452,,43214,25682,,38.5,12.6,21.4,27.5,29.4,20.5,42.2,0.0,0.0
SC,45077,"Pickens County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45077,110523,,59411,33075,,32.3,17.1,25.4,20.1,17.0,11.9,35.4,0.0,0.0
SC,45079,"Richland County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45079,338962,,61699,37190,,29.9,16.3,22.3,19.2,18.1,15.7,34.7,0.0,0.0
SC,45081,"Saluda County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45081,15430,,52957,29590,,38.0,14.4,21.4,25.4,21.5,15.6,43.6,0.0,0.0
SC,45083,"Spartanburg County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45083,268586,,64195,33427,,33.9,15.8,24.1,20.9,18.3,14.2,37.9,0.0,0.0
SC,45085,"Sumter County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45085,82564,,55990,29372,,32.8,13.8,21.0,22.4,23.0,17.7,42.7,0.0,0.0
SC,45087,"Union County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45087,21920,,41200,26723,,41.5,13.8,23.4,29.0,26.3,18.3,44.0,0.0,0.0
SC,45089,"Williamsburg County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45089,25182,,43471,24533,,41.0,11.7,20.0,29.3,30.1,21.7,45.0,0.0,0.0
SC,45091,"York County, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0500000US45091,227699,,83060,43442,,26.7,16.2,21.9,16.7,14.0,11.1,37.3,0.0,0.0
